Sentences,Sentiment Value,NLTK Prediction,Watson Prediction
I guess that nobody at the network that aired this dribble watched it before putting it on.  ,0,0,-0.730594
"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",0,-0.8316,-0.909638
"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",0,0,-0.817354
"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",0,-0.7184,-0.98857
"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",0,-0.296,-0.909131
All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,0,0.4939,-0.793748
"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",0,-0.6003,-0.986292
"You can't relate with them, hell you barely can understand them.  ",0,-0.6808,-0.876454
This is definitely a cult classic well worth viewing and sharing with others.  ,1,0.8176,0.989067
"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",0,-0.9313,-0.958023
The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,0,-0.4767,-0.764085
"A truly, truly bad film.  ",0,0.3182,0.496596
"The acting is terrible, and the writing is worse.  ",0,-0.7351,-0.988836
The only possible way this movie could be redeemed would be as MST3K fodder.  ,0,0.3182,-0.663306
I paid too much.  ,0,0,0
"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",1,0.2732,0.909954
It was so BORING!  ,0,-0.6369,-0.949133
No plot whatsoever!  ,0,-0.3595,-0.790506
"Again, no plot at all.  ",0,-0.296,-0.748288
Horrible!  ,0,-0.5848,-0.980354
Worst hour and a half of my life!Oh my gosh!  ,0,-0.6892,-0.891732
I had to walk out of the theatre for a few minutes just to get some relief!  ,0,0.5255,-0.475336
I hate movies like that.  ,0,-0.296,-0.972518
"Yeah, the movie pretty much sucked.  ",0,0.34,-0.85452
THERE IS NO PLOT OR STORYLINE!!  ,0,-0.4184,-0.831764
"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0,0,-0.728949
Awful.  ,0,-0.4588,-2
I don't think I've ever gone to a movie and disliked it as much.  ,0,-0.4019,-0.811391
It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,0,-0.5106,-0.873877
NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,0,0,-0.97356
"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",0,-0.0772,-0.38911
"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",0,-0.9593,-0.944335
"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",1,0.6124,-0.938151
Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,0,0,-0.739691
I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,0,-0.0516,-0.733719
This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,0,-0.9062,-0.613098
I certainly do not mean this distinction in a good way.  ,0,0.6486,0.711521
I mean this in a terrible way.  ,0,-0.4767,-0.939531
This film has no redeeming features.  ,0,-0.296,-0.980886
Everything is appalling.  ,0,-0.3612,-0.968547
"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",0,-0.5859,-0.426435
The story is beyond stupid.  ,0,-0.5267,-0.958862
The script is was there a script?  ,0,0,-0.740473
The kids are annoying.  ,0,-0.4019,-0.979924
The lead man is charisma-free.  ,0,0,0.911804
"Utterly without merit on any level, this is akin to torture.  ",0,-0.7587,-0.945782
I'll even say it again  this is torture.  ,0,-0.5994,-0.936077
Maybe there would be a reasonable explanation for this atrocity.  ,0,0,-0.63284
Not a pleasant voyage of self-discovery.  ,0,-0.4023,0.418693
Highly unrecommended.  ,0,0,0.99917
"If this premise sound stupid, that's because it is.  ",0,-0.5267,-0.933717
"Yes, it's that bad.  ",0,-0.2023,-0.850012
Nothing at all to recommend.  ,0,0.3612,-0.748423
An excellent performance from Ms.  ,1,0.5719,0.970504
"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  ",1,0.25,-0.686493
It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ,1,0.7174,0.871003
"This movie suffered because of the writing, it needed more suspense.  ",0,-0.4939,-0.931075
There were too many close ups.  ,0,0,-0.590588
But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,0,0.765,-0.908035
But this movie is definitely a below average rent.  ,0,0.4019,-0.489024
"You'll love it!  	1
This movie is BAD.  	0
So bad.  	0
The film is way too long.  	0
This is definitely one of the bad ones.  	0
The movie I received was a great quality film for it's age.  	1
John Wayne did an incredible job for being so young in the movie industry.  	1
His on screen presence shined thought even though there were other senior actors on the screen with him.  	1
I think that it is a must see older John Wayne film.  	1
I really don't see how anyone could enjoy this movie.  	0
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  	0
It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  	0
Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  	0
Jamie Foxx absolutely IS Ray Charles.  	1
His performance is simply genius.  	1
He owns the film, just as Spacek owned Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.  ",1,0.5641,-0.487544
" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  	1
Ray Charles is legendary.  	1
Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  	1
Hitchcock is a great director.  	1
Ironically I mostly find his films a total waste of time to watch.  	0
Secondly, Hitchcock pretty much perfected the thriller and chase movie.  	1
It's this pandering to the audience that sabotages most of his films.  	0
Hence the whole story lacks a certain energy.  	0
The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  	0
There are the usual Hitchcock logic flaws.  	0
Mishima is extremely uninteresting.  	0
This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  	0
The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  	0
And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  	0
He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  	0
Schrader has made a resume full of lousy, amateurish films.  	0
When I first watched this movie, in the 80s, I loved it.  	1
I was totally fascinated by the music, the dancing... everything.  	1
However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  	0
I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  	0
The character developments also lacked in depth.  	0
Woa, talk about awful.  	0
Do not waste your time.  	0
It was just too horrible.  	0
The worst, sappiest dialogue... I could go on and on.  	0
But what really made it unwatchable was the direction.  	0
The poor actors.  	0
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  	0
If you check the director's filmography on this site you will see why this film didn't have a chance.  	0
This would not even be good as a made for TV flick.  	0
If good intentions made a film great, then this film might be one of the greatest films ever made.  	1
The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  	1
Regrettably, the film fails.  	0
The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  	0
No actress has been worse used that June Allison in this movie.  	0
Yet, I enjoy watching it.  	1
Unfortunately, this is a bad movie that is just plain bad.  	0
Bad script, bad direction and horrible acting make this one plain bad!  	0
The dialogue sucked.  	0
The cinematography-if it can be called that-sucked.  	0
The soundtrack sucked.  	0
The acting sucked.  	0
The concert sequences just sucked.  	0
That was nice.  	1
That was funny.  	1
It was so funny.  	1
Overall, this movie was cheap trash.  	0
But this movie is not funny, considering the ridiculousness of it.  	0
I came out of it feeling angry.  	0
***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  	1
The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  	1
Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).  	1
And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  	1
All things considered, a job very well done.  	1
Thanks good a movie like this was done and released.  	1
One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  	1
It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  	1
The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  	1
It is an excellent drama, an excellent thriller, and an excellent film.  	1
Up there with the best of Melville.  	1
Everything about this film is simply incredible.  	1
You truly take this journey through the eyes and soul of a child.  	1
BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  	1
The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  	1
I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  	1
I'm not sure what he was trying to do with this film.  	0
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  	0
There is a lot of beautiful places.  	1
It was forced, like everything in this movie.  	0
Again, lame.  	0
Here's where the movie really pi**ed me off.  	0
And don't even get me started on the jerky camerawork.  	0
When I saw it in the theater I thought I was going to be sick.  	0
Summary: The witticisms weren't witty.  	0
The plot - well, I said I'd let that one go.  	0
The acting was bad.  	0
Really bad.  	0
Even Billy Bob couldn't rise above the script, which was worse.  	0
Camerawork - again, bad.  	0
Rating: 1 out of 10.  	0
An AMAZING finale to possibly the BEST trilogy of all time!  	1
Kieslowski never ceases to amaze me.  	1
He is one of my favourite directors, and one of the most talented directors in the history of cinema.  	1
His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  	1
Three of the most visually appealing movies i've ever seen.  	1
And his subtle connections between the three films are awesome.  	1
I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  	1
I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  	1
I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  	1
10 out of 10 for both the movie and trilogy.  	1
I literally vomited while watching this film.  	0
I think i was one of the people who found this another one of roth's pearls.  	1
his performance, as awarded, was stunning.  	1
the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  	1
In a most wonderful location lies a story of contrast.  	1
All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  	1
I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  	0
But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as pretentious crap"".  ",0,0.9979,-0.50677
